id,Runs_Scored,Extra_runs,id,Bowler,Striker,strike_position,playerout,wickets,matchdatesk,bowlingteamsk,battingteamsk,matchdate,total_runs,high_runs,bat_skill,bat_Experience,cumulative_overs,bowl_skill,bowl_experience,innings,striker_dob,bowler_dob,matchyear,striker_age,bowler_age,is2017,2013,over,spin,BowlerType,batting_hand
"501228,1,14",13,0,"501228,1,14",48,187,1.0,0,1,20110423,3,5,4/23/2011,13,True,118.0,509.0,1,8.0,39.0,1,1979,1973,2011,32,38,0,0,14,0,pace,Left-hand bat
"392240,1,05",0,1,"392240,1,05",116,202,4.0,0,1,20090521,5,6,5/21/2009,1,False,0.0,2.0,0,38.0,132.0,1,1988,1982,2009,21,27,0,0,5,0,pace,Right-hand bat
"548331,2,08",4,0,"548331,2,08",258,266,3.0,0,0,20120417,7,4,4/17/2012,4,False,8.0,53.0,0,31.0,119.0,2,1989,1985,2012,23,27,0,0,8,0,pace,Left-hand bat
"734034,2,01",10,0,"734034,2,01",364,187,1.0,0,0,20140522,2,10,5/22/2014,10,False,118.0,509.0,0,76.0,259.0,2,1979,1989,2014,35,25,0,0,1,0,pace,Left-hand bat
"1082650,1,18",12,1,"1082650,1,18",258,357,4.0,0,0,20170521,11,6,5/21/2017,13,True,6.0,22.0,1,31.0,119.0,1,1985,1985,2017,32,32,1,0,18,0,pace,Left-hand bat
"733982,2,14",10,0,"733982,2,14",29,110,5.0,0,0,20140504,10,1,5/4/2014,10,False,88.0,369.0,0,89.0,345.0,2,1979,1988,2014,35,26,0,0,14,0,pace,Right-hand bat
"1082637,1,01",2,0,"1082637,1,01",116,415,4.0,0,1,20170507,12,3,5/7/2017,2,False,6.0,28.0,0,38.0,132.0,1,1987,1982,2017,30,35,1,0,1,0,pace,Right-hand bat
"980998,2,12",5,1,"980998,2,12",403,420,5.0,0,0,20160515,6,5,5/15/2016,6,False,14.0,62.0,0,49.0,155.0,2,1991,1981,2016,25,35,0,0,12,0,pace,Left-hand bat
"829800,1,19",13,1,"829800,1,19",194,110,3.0,0,0,20150510,6,1,5/10/2015,14,True,88.0,369.0,1,143.0,432.0,1,1979,1983,2015,36,32,0,0,19,0,pace,Right-hand bat
"392208,1,16",7,2,"392208,1,16",162,154,5.0,0,1,20090501,0,6,5/1/2009,9,False,62.0,289.0,0,16.0,92.0,1,1977,1987,2009,32,22,0,0,16,1,off_spin,Left-hand bat
"336016,1,03",12,0,"336016,1,03",102,53,1.0,0,0,20080509,4,7,5/9/2008,12,True,61.0,282.0,1,17.0,42.0,1,1982,1984,2008,26,24,0,0,3,0,pace,Left-hand bat
"980972,2,14",0,0,"980972,2,14",80,27,5.0,0,1,20160506,12,10,5/6/2016,0,False,55.0,277.0,0,74.0,237.0,2,1975,1984,2016,41,32,0,0,14,0,pace,Left-hand bat
"829736,2,18",16,0,"829736,2,18",386,325,7.0,2,0,20150418,5,10,4/18/2015,16,True,8.0,30.0,1,41.0,120.0,2,1992,1990,2015,23,25,0,0,18,1,leg_spin,Right-hand bat
"598007,1,04",5,1,"598007,1,04",344,57,4.0,0,1,20130406,2,6,4/6/2013,6,False,114.0,562.0,0,8.0,29.0,1,1975,1993,2013,38,20,0,1,4,0,pace,Right-hand bat
"419121,1,20",11,1,"419121,1,20",151,89,7.0,0,1,20100319,2,5,3/19/2010,12,True,10.0,45.0,1,76.0,256.0,1,1984,1990,2010,26,20,0,0,20,0,pace,Right-hand bat
"548369,2,01",2,0,"548369,2,01",190,19,1.0,0,0,20120512,5,2,5/12/2012,2,False,59.0,308.0,0,81.0,272.0,2,1981,1987,2012,31,25,0,0,1,0,pace,Left-hand bat
"548325,2,18",8,1,"548325,2,18",39,276,5.0,1,0,20120413,4,0,4/13/2012,9,False,14.0,58.0,0,63.0,252.0,2,1983,1981,2012,29,31,0,0,18,0,pace,Left-hand bat
"598036,1,19",2,0,"598036,1,19",315,321,7.0,1,1,20130426,0,3,4/26/2013,2,False,12.0,49.0,0,90.0,323.0,1,1993,1971,2013,20,42,0,1,19,1,off_spin,Right-hand bat
"419159,1,13",2,4,"419159,1,13",9,230,7.0,1,0,20100414,1,4,4/14/2010,6,False,8.0,28.0,0,70.0,291.0,1,1984,1983,2010,26,27,0,0,13,0,pace,Right-hand bat
"981022,1,14",17,0,"981022,1,14",163,35,7.0,1,0,20160527,10,12,5/27/2016,17,True,43.0,234.0,1,38.0,150.0,1,1985,1987,2016,31,29,0,0,14,0,pace,Left-hand bat
"501223,1,15",3,0,"501223,1,15",286,267,8.0,0,1,20110420,6,9,4/20/2011,3,False,1.0,10.0,0,10.0,44.0,1,1978,1991,2011,33,20,0,0,15,1,off_spin,Left-hand bat
"729292,1,02",2,0,"729292,1,02",109,207,2.0,0,0,20140419,1,6,4/19/2014,2,False,4.0,41.0,0,83.0,288.0,1,1985,1984,2014,29,30,0,0,2,0,pace,Right-hand bat
"501275,2,19",4,1,"501275,2,19",15,246,10.0,0,0,20110527,1,6,5/27/2011,5,False,0.0,2.0,0,106.0,371.0,2,1980,1970,2011,31,41,0,0,19,0,pace,Right-hand bat
"335994,1,07",5,1,"335994,1,07",80,21,4.0,0,0,20080423,6,2,4/23/2008,6,False,126.0,545.0,0,74.0,237.0,1,1978,1984,2008,30,24,0,0,7,0,pace,Left-hand bat
"829804,2,16",10,2,"829804,2,16",84,374,8.0,1,0,20150511,10,3,5/11/2015,12,True,22.0,91.0,1,51.0,273.0,2,1993,1988,2015,22,27,0,0,16,0,pace,Left-hand bat
"733976,2,13",10,0,"733976,2,13",201,31,7.0,0,0,20140502,2,0,5/2/2014,10,False,73.0,306.0,0,100.0,383.0,2,1981,1984,2014,33,30,0,0,13,1,off_spin,Right-hand bat
"598057,1,18",6,1,"598057,1,18",32,100,2.0,0,0,20130509,4,3,5/9/2013,7,False,67.0,337.0,0,87.0,313.0,1,1984,1980,2013,29,33,0,1,18,0,pace,Left-hand bat
"419135,2,03",6,0,"419135,2,03",15,97,2.0,0,0,20100328,6,7,3/28/2010,6,False,19.0,143.0,0,106.0,371.0,2,1978,1970,2010,32,40,0,0,3,0,pace,Right-hand bat
"729314,1,10",3,0,"729314,1,10",267,19,5.0,1,0,20140427,5,6,4/27/2014,3,False,59.0,308.0,0,29.0,97.0,1,1981,1978,2014,33,36,0,0,10,0,pace,Left-hand bat
"734026,2,15",5,0,"734026,2,15",378,187,2.0,0,0,20140520,1,10,5/20/2014,5,False,118.0,509.0,0,32.0,97.0,2,1979,1987,2014,35,27,0,0,15,0,pace,Left-hand bat
"501203,2,12",3,0,"501203,2,12",201,9,2.0,0,0,20110408,2,0,4/8/2011,3,False,47.0,406.0,0,100.0,383.0,2,1983,1984,2011,28,27,0,0,12,1,off_spin,Right-hand bat
"829780,1,07",9,0,"829780,1,07",392,17,2.0,0,0,20150503,3,6,5/3/2015,9,False,61.0,377.0,0,12.0,34.0,1,1971,1994,2015,44,21,0,0,7,1,leg_spin,Left-hand bat
"734010,1,16",6,1,"734010,1,16",342,301,6.0,1,0,20140513,5,1,5/13/2014,7,False,2.0,10.0,0,6.0,20.0,1,1990,1982,2014,24,32,0,0,16,0,pace,Right-hand bat
"829774,2,09",10,1,"829774,2,09",398,32,2.0,0,1,20150501,6,4,5/1/2015,11,False,69.0,293.0,0,9.0,41.0,2,1980,1992,2015,35,23,0,0,9,1,off_spin,Right-hand bat
"1082609,2,03",1,1,"1082609,2,03",299,345,4.0,0,1,20170417,10,3,4/17/2017,2,False,23.0,119.0,0,98.0,333.0,2,1991,1984,2017,26,33,1,0,3,0,pace,Right-hand bat
"729288,2,08",11,0,"729288,2,08",35,320,5.0,0,0,20140418,2,3,4/18/2014,11,False,47.0,181.0,0,83.0,325.0,2,1975,1985,2014,39,29,0,0,8,1,off_spin,Left-hand bat
"734014,2,09",8,0,"734014,2,09",131,46,1.0,1,0,20140514,6,0,5/14/2014,8,False,69.0,515.0,0,96.0,318.0,2,1987,1989,2014,27,25,0,0,9,1,off_spin,Right-hand bat
"501258,2,06",1,5,"501258,2,06",201,292,3.0,0,0,20110512,2,5,5/12/2011,6,False,0.0,7.0,0,100.0,383.0,2,1989,1984,2011,22,27,0,0,6,1,off_spin,Left-hand bat
"336033,2,11",9,0,"336033,2,11",78,48,4.0,0,0,20080521,3,6,5/21/2008,9,False,19.0,90.0,0,14.0,60.0,2,1973,1989,2008,35,19,0,0,11,0,pace,Left-hand bat
"501231,2,11",8,0,"501231,2,11",278,27,5.0,0,0,20110425,2,9,4/25/2011,8,False,55.0,277.0,0,8.0,29.0,2,1975,1977,2011,36,34,0,0,11,1,off_spin,Left-hand bat
"501227,2,11",14,0,"501227,2,11",87,162,2.0,0,0,20110422,0,1,4/22/2011,14,True,100.0,414.0,1,1.0,6.0,2,1987,1985,2011,24,26,0,0,11,1,leg_spin,Left-hand bat
"336003,1,09",4,0,"336003,1,09",9,42,3.0,0,0,20080430,1,5,4/30/2008,4,False,88.0,526.0,0,70.0,291.0,1,1981,1983,2008,27,25,0,0,9,0,pace,Left-hand bat
"734018,2,17",13,1,"734018,2,17",201,162,1.0,0,1,20140518,2,1,5/18/2014,14,True,100.0,414.0,1,100.0,383.0,2,1987,1984,2014,27,30,0,0,17,1,off_spin,Left-hand bat
"829788,2,15",8,0,"829788,2,15",191,57,4.0,0,0,20150505,5,6,5/5/2015,8,False,114.0,562.0,0,26.0,133.0,2,1975,1982,2015,40,33,0,0,15,0,pace,Right-hand bat
"392188,1,09",7,0,"392188,1,09",175,26,3.0,0,1,20090419,5,3,4/19/2009,7,False,45.0,251.0,0,30.0,131.0,1,1981,1979,2009,28,30,0,0,9,1,off_spin,Left-hand bat
"419162,2,05",8,0,"419162,2,05",149,96,1.0,0,1,20100417,6,1,4/17/2010,8,False,69.0,343.0,0,16.0,39.0,2,1974,1985,2010,36,25,0,0,5,0,pace,Right-hand bat
"336018,1,05",10,1,"336018,1,05",77,21,2.0,0,0,20080510,3,2,5/10/2008,11,False,126.0,545.0,0,37.0,148.0,1,1978,1984,2008,30,24,0,0,5,0,pace,Left-hand bat
"980964,1,02",9,0,"980964,1,02",190,162,2.0,0,1,20160502,0,1,5/2/2016,9,False,100.0,414.0,0,81.0,272.0,1,1987,1987,2016,29,29,0,0,2,0,pace,Left-hand bat
"419131,2,11",5,0,"419131,2,11",60,31,3.0,0,0,20100326,7,4,3/26/2010,5,False,73.0,306.0,0,18.0,48.0,2,1981,1985,2010,29,25,0,0,11,0,pace,Right-hand bat
"419120,2,05",8,0,"419120,2,05",126,96,1.0,0,0,20100318,4,1,3/18/2010,8,False,69.0,343.0,0,68.0,227.0,2,1974,1987,2010,36,23,0,0,5,0,pace,Right-hand bat
"729302,1,07",2,0,"729302,1,07",370,21,3.0,1,0,20140423,4,2,4/23/2014,2,False,126.0,545.0,0,24.0,110.0,1,1978,1987,2014,36,27,0,0,7,1,leg_spin,Left-hand bat
"548316,2,01",4,0,"548316,2,01",201,313,1.0,0,0,20120407,2,7,4/7/2012,4,False,1.0,20.0,0,100.0,383.0,2,1991,1984,2012,21,28,0,0,1,1,off_spin,Right-hand bat
"548339,1,18",6,0,"548339,1,18",333,221,5.0,0,1,20120422,3,6,4/22/2012,6,False,66.0,239.0,0,37.0,125.0,1,1986,1988,2012,26,24,0,0,18,0,pace,Right-hand bat
"598009,1,04",3,1,"598009,1,04",84,8,3.0,0,1,20130407,10,1,4/7/2013,4,False,144.0,646.0,0,51.0,273.0,1,1975,1988,2013,38,25,0,1,4,0,pace,Right-hand bat
"598066,1,09",7,0,"598066,1,09",284,96,3.0,0,0,20130515,0,9,5/15/2013,7,False,69.0,343.0,0,3.0,13.0,1,1974,1981,2013,39,32,0,1,9,0,pace,Right-hand bat
"598061,2,12",2,0,"598061,2,12",136,139,5.0,0,0,20130511,10,3,5/11/2013,2,False,7.0,37.0,0,121.0,442.0,2,1989,1977,2013,24,36,0,1,12,1,leg_spin,Left-hand bat
"419153,1,08",4,0,"419153,1,08",9,2,3.0,0,0,20100410,1,0,4/10/2010,4,False,81.0,380.0,0,70.0,291.0,1,1974,1983,2010,36,27,0,0,8,0,pace,Right-hand bat
"980996,1,06",10,0,"980996,1,06",385,62,3.0,1,0,20160515,10,3,5/15/2016,10,False,48.0,183.0,0,9.0,28.0,1,1981,1979,2016,35,37,0,0,6,0,pace,Right-hand bat
"729294,1,06",4,0,"729294,1,06",346,46,4.0,0,0,20140419,5,0,4/19/2014,4,False,69.0,515.0,0,48.0,165.0,1,1987,1990,2014,27,24,0,0,6,0,pace,Right-hand bat
"501241,2,19",6,0,"501241,2,19",109,10,5.0,0,2,20110501,2,7,5/1/2011,6,False,25.0,117.0,0,83.0,288.0,2,1976,1984,2011,35,27,0,0,19,0,pace,Right-hand bat
"392217,1,09",3,0,"392217,1,09",71,57,4.0,0,0,20090506,6,7,5/6/2009,3,False,114.0,562.0,0,118.0,341.0,1,1975,1980,2009,34,29,0,0,9,0,pace,Right-hand bat
"419138,1,02",9,0,"419138,1,02",120,9,2.0,0,0,20100331,2,1,3/31/2010,9,False,47.0,406.0,0,38.0,148.0,1,1983,1972,2010,27,38,0,0,2,0,pace,Right-hand bat
"981014,1,16",5,0,"981014,1,16",299,31,5.0,0,1,20160522,10,0,5/22/2016,5,False,73.0,306.0,0,98.0,333.0,1,1981,1984,2016,35,32,0,0,16,0,pace,Right-hand bat
"1082618,1,08",14,0,"1082618,1,08",403,488,4.0,0,0,20170424,6,11,4/24/2017,14,True,11.0,35.0,1,49.0,155.0,1,1998,1981,2017,19,36,1,0,8,0,pace,Right-hand bat
"829722,2,12",5,0,"829722,2,12",357,221,6.0,0,1,20150412,3,6,4/12/2015,5,False,66.0,239.0,0,56.0,187.0,2,1986,1985,2015,29,30,0,0,12,0,pace,Right-hand bat
"980912,2,17",5,0,"980912,2,17",311,216,6.0,1,0,20160412,1,10,4/12/2016,5,False,23.0,110.0,0,33.0,114.0,2,1977,1990,2016,39,26,0,0,17,0,pace,Left-hand bat
"419112,1,05",8,3,"419112,1,05",238,207,3.0,1,0,20100313,4,6,3/13/2010,11,False,4.0,41.0,0,24.0,81.0,1,1985,1986,2010,25,24,0,0,5,0,pace,Right-hand bat
"501265,1,15",30,0,"501265,1,15",268,100,3.0,0,0,20110517,1,3,5/17/2011,30,True,67.0,337.0,1,2.0,12.0,1,1984,1985,2011,27,26,0,0,15,0,pace,Left-hand bat
"419133,2,06",8,1,"419133,2,06",232,9,2.0,0,0,20100325,5,1,3/25/2010,9,False,47.0,406.0,0,93.0,324.0,2,1983,1985,2010,27,25,0,0,6,0,pace,Right-hand bat
"1082645,2,07",6,0,"1082645,2,07",424,85,4.0,1,0,20170514,3,11,5/14/2017,6,False,80.0,505.0,0,1.0,10.0,2,1982,1990,2017,35,27,1,0,7,1,off_spin,Right-hand bat
"1082623,2,05",5,0,"1082623,2,05",368,100,4.0,1,1,20170428,10,3,4/28/2017,5,False,67.0,337.0,0,21.0,71.0,2,1984,1988,2017,33,29,1,0,5,0,pace,Left-hand bat
"501237,1,19",10,0,"501237,1,19",274,8,3.0,0,1,20110429,9,1,4/29/2011,10,False,144.0,646.0,0,15.0,53.0,1,1975,1980,2011,36,31,0,0,19,0,pace,Right-hand bat
"598029,1,14",8,0,"598029,1,14",177,133,2.0,0,0,20130421,5,6,4/21/2013,8,False,59.0,353.0,0,21.0,74.0,1,1987,1983,2013,26,30,0,1,14,1,off_spin,Right-hand bat
"419168,1,16",6,1,"419168,1,16",56,23,3.0,1,0,20100422,7,2,4/22/2010,7,False,37.0,179.0,0,20.0,88.0,1,1986,1987,2010,24,23,0,0,16,1,off_spin,Right-hand bat
"548348,2,04",11,0,"548348,2,04",228,23,2.0,0,0,20120428,3,2,4/28/2012,11,False,37.0,179.0,0,22.0,71.0,2,1986,1985,2012,26,27,0,0,4,1,off_spin,Right-hand bat
"392226,1,16",11,0,"392226,1,16",124,191,5.0,0,0,20090512,1,0,5/12/2009,11,False,26.0,94.0,0,42.0,163.0,1,1982,1987,2009,27,22,0,0,16,1,leg_spin,Right-hand bat
"980966,2,08",6,0,"980966,2,08",432,420,2.0,0,0,20160503,12,5,5/3/2016,6,False,14.0,62.0,0,5.0,34.0,2,1991,1988,2016,25,28,0,0,8,1,leg_spin,Left-hand bat
"336036,2,09",11,0,"336036,2,09",54,100,1.0,1,0,20080523,7,3,5/23/2008,11,False,67.0,337.0,0,6.0,36.0,2,1984,1974,2008,24,34,0,0,9,1,off_spin,Left-hand bat
"501255,2,11",5,0,"501255,2,11",94,96,2.0,0,0,20110510,7,9,5/10/2011,5,False,69.0,343.0,0,87.0,345.0,2,1974,1986,2011,37,25,0,0,11,0,pace,Right-hand bat
"548327,1,14",5,1,"548327,1,14",73,35,5.0,0,0,20120414,9,2,4/14/2012,6,False,43.0,234.0,0,101.0,320.0,1,1985,1981,2012,27,31,0,0,14,0,pace,Left-hand bat
"419167,1,05",7,1,"419167,1,05",81,48,3.0,1,0,20100421,1,6,4/21/2010,8,False,19.0,90.0,0,105.0,354.0,1,1973,1977,2010,37,33,0,0,5,0,pace,Left-hand bat
"336019,1,19",9,1,"336019,1,19",143,1,2.0,0,1,20080511,7,0,5/11/2008,10,False,30.0,223.0,0,4.0,26.0,1,1981,1975,2008,27,33,0,0,19,0,pace,Left-hand bat
"419148,1,05",12,0,"419148,1,05",245,64,2.0,1,0,20100407,4,3,4/7/2010,12,True,49.0,246.0,1,4.0,11.0,1,1987,1988,2010,23,22,0,0,5,0,pace,Right-hand bat
"1082637,1,14",5,0,"1082637,1,14",80,100,4.0,0,0,20170507,12,3,5/7/2017,5,False,67.0,337.0,0,74.0,237.0,1,1984,1984,2017,33,33,1,0,14,0,pace,Left-hand bat
"501206,1,08",1,0,"501206,1,08",126,54,6.0,1,0,20110410,6,5,4/10/2011,1,False,21.0,136.0,0,68.0,227.0,1,1974,1987,2011,37,24,0,0,8,0,pace,Right-hand bat
"980982,2,19",7,0,"980982,2,19",32,428,6.0,0,0,20160509,1,3,5/9/2016,7,False,2.0,4.0,0,87.0,313.0,2,1992,1980,2016,24,36,0,0,19,0,pace,Right-hand bat
"419122,2,20",12,0,"419122,2,20",206,29,7.0,0,1,20100319,7,3,3/19/2010,12,True,24.0,152.0,1,5.0,18.0,2,1988,1987,2010,22,23,0,0,20,0,pace,Left-hand bat
"335996,2,17",1,0,"335996,2,17",66,72,9.0,1,0,20080425,3,6,4/25/2008,1,False,0.0,3.0,0,28.0,147.0,2,1979,1988,2008,29,20,0,0,17,0,pace,Right-hand bat
"598048,2,18",4,0,"598048,2,18",316,9,3.0,0,0,20130503,4,0,5/3/2013,4,False,47.0,406.0,0,23.0,77.0,2,1983,1985,2013,30,28,0,1,18,1,leg_spin,Right-hand bat
"392193,2,01",10,0,"392193,2,01",165,9,2.0,0,1,20090422,7,1,4/22/2009,10,False,47.0,406.0,0,5.0,24.0,2,1983,1987,2009,26,22,0,0,1,0,pace,Right-hand bat
"729304,2,14",6,0,"729304,2,14",315,27,4.0,0,0,20140424,0,1,4/24/2014,6,False,55.0,277.0,0,90.0,323.0,2,1975,1971,2014,39,43,0,0,14,1,off_spin,Left-hand bat
"419130,1,17",13,2,"419130,1,17",194,23,4.0,0,0,20100325,6,2,3/25/2010,15,True,37.0,179.0,1,143.0,432.0,1,1986,1983,2010,24,27,0,0,17,0,pace,Right-hand bat
"501251,2,07",10,0,"501251,2,07",126,25,6.0,0,0,20110507,6,5,5/7/2011,10,False,11.0,45.0,0,68.0,227.0,2,1977,1987,2011,34,24,0,0,7,0,pace,Right-hand bat
"734008,2,11",4,0,"734008,2,11",89,303,4.0,1,0,20140513,4,2,5/13/2014,4,False,27.0,190.0,0,76.0,274.0,2,1988,1984,2014,26,30,0,0,11,0,pace,Right-hand bat
"392201,1,10",10,1,"392201,1,10",54,20,4.0,0,0,20090427,7,2,4/27/2009,11,False,107.0,410.0,0,6.0,36.0,1,1986,1974,2009,23,35,0,0,10,1,off_spin,Right-hand bat
"980920,2,04",6,0,"980920,2,04",429,40,2.0,0,0,20160416,10,0,4/16/2016,6,False,106.0,597.0,0,14.0,55.0,2,1978,1992,2016,38,24,0,0,4,0,pace,Left-hand bat
"1082638,1,03",15,1,"1082638,1,03",486,17,4.0,1,0,20170508,10,6,5/8/2017,16,True,61.0,377.0,1,8.0,23.0,1,1971,1995,2017,46,22,1,0,3,0,pace,Left-hand bat
"829788,2,11",4,0,"829788,2,11",191,208,6.0,0,0,20150505,5,6,5/5/2015,4,False,55.0,331.0,0,26.0,133.0,2,1981,1982,2015,34,33,0,0,11,0,pace,Right-hand bat
"598042,1,14",5,0,"598042,1,14",4,57,4.0,1,0,20130429,3,6,4/29/2013,5,False,114.0,562.0,0,9.0,53.0,1,1975,1980,2013,38,33,0,1,14,1,off_spin,Right-hand bat
"336030,1,15",8,1,"336030,1,15",109,103,1.0,0,0,20080518,2,0,5/18/2008,9,False,3.0,34.0,0,83.0,288.0,1,1974,1984,2008,34,24,0,0,15,0,pace,Left-hand bat
"335987,1,02",18,0,"335987,1,02",15,2,2.0,0,0,20080418,1,0,4/18/2008,18,True,81.0,380.0,1,106.0,371.0,1,1974,1970,2008,34,38,0,0,2,0,pace,Right-hand bat
"392206,2,08",6,2,"392206,2,08",131,88,5.0,1,0,20090430,7,5,4/30/2009,8,False,55.0,366.0,0,96.0,318.0,2,1979,1989,2009,30,20,0,0,8,1,off_spin,Right-hand bat
"501263,1,02",2,1,"501263,1,02",77,229,1.0,0,0,20110515,8,4,5/15/2011,3,False,8.0,31.0,0,37.0,148.0,1,1979,1984,2011,32,27,0,0,2,0,pace,Left-hand bat
"548321,1,03",13,1,"548321,1,03",29,21,2.0,0,0,20120410,5,2,4/10/2012,14,True,126.0,545.0,1,89.0,345.0,1,1978,1988,2012,34,24,0,0,3,0,pace,Left-hand bat
"548347,1,01",1,0,"548347,1,01",194,64,1.0,0,0,20120427,6,5,4/27/2012,1,False,49.0,246.0,0,143.0,432.0,1,1987,1983,2012,25,29,0,0,1,0,pace,Right-hand bat
"392207,2,10",7,0,"392207,2,10",21,35,4.0,0,1,20090430,4,4,4/30/2009,7,False,43.0,234.0,0,27.0,152.0,2,1985,1978,2009,24,31,0,0,10,1,off_spin,Left-hand bat
"548366,2,13",1,0,"548366,2,13",238,19,1.0,1,1,20120510,4,2,5/10/2012,1,False,59.0,308.0,0,24.0,81.0,2,1981,1986,2012,31,26,0,0,13,0,pace,Left-hand bat
"501235,2,13",7,2,"501235,2,13",140,285,5.0,0,0,20110428,0,5,4/28/2011,9,False,3.0,8.0,0,41.0,154.0,2,1990,1977,2011,21,34,0,0,13,1,off_spin,Left-hand bat
"419164,2,08",13,1,"419164,2,08",78,21,3.0,0,0,20100418,3,2,4/18/2010,14,True,126.0,545.0,1,14.0,60.0,2,1978,1989,2010,32,21,0,0,8,0,pace,Left-hand bat
"829742,1,06",2,1,"829742,1,06",401,17,2.0,0,1,20150419,1,6,4/19/2015,3,False,61.0,377.0,0,15.0,47.0,1,1971,1997,2015,44,18,0,0,6,0,pace,Left-hand bat
"734040,2,05",6,0,"734040,2,05",349,147,1.0,0,1,20140524,1,2,5/24/2014,6,False,73.0,309.0,0,15.0,45.0,2,1987,1987,2014,27,27,0,0,5,0,pace,Right-hand bat
"733988,1,18",13,0,"733988,1,18",106,57,4.0,0,0,20140506,1,6,5/6/2014,13,True,114.0,562.0,1,77.0,255.0,1,1975,1973,2014,39,41,0,0,18,0,pace,Right-hand bat
"598055,1,13",9,0,"598055,1,13",89,147,1.0,0,1,20130507,0,6,5/7/2013,9,False,73.0,309.0,0,76.0,274.0,1,1987,1984,2013,26,29,0,1,13,0,pace,Right-hand bat
"734050,1,20",9,0,"734050,1,20",364,208,6.0,2,2,20140528,2,6,5/28/2014,9,False,55.0,331.0,0,76.0,259.0,1,1981,1989,2014,33,25,0,0,20,0,pace,Right-hand bat
"1082646,2,10",8,1,"1082646,2,10",382,420,4.0,0,0,20170514,1,5,5/14/2017,9,False,14.0,62.0,0,68.0,201.0,2,1991,1985,2017,26,32,1,0,10,1,leg_spin,Left-hand bat
"501205,2,10",5,0,"501205,2,10",35,110,4.0,0,1,20110409,8,1,4/9/2011,5,False,88.0,369.0,0,83.0,325.0,2,1979,1985,2011,32,26,0,0,10,1,off_spin,Right-hand bat
"548321,1,20",6,1,"548321,1,20",190,201,8.0,1,1,20120410,5,2,4/10/2012,7,False,4.0,34.0,0,81.0,272.0,1,1984,1987,2012,28,25,0,0,20,0,pace,Right-hand bat
"980968,2,01",1,1,"980968,2,01",334,185,1.0,0,1,20160504,0,3,5/4/2016,2,False,55.0,357.0,0,31.0,106.0,2,1980,1983,2016,36,33,0,0,1,0,pace,Right-hand bat
"548385,1,06",12,1,"548385,1,06",296,185,1.0,0,0,20120525,5,2,5/25/2012,13,True,55.0,357.0,1,36.0,143.0,1,1980,1985,2012,32,27,0,0,6,0,pace,Right-hand bat
"419141,2,07",3,0,"419141,2,07",228,96,1.0,0,1,20100402,3,1,4/2/2010,3,False,69.0,343.0,0,22.0,71.0,2,1974,1985,2010,36,25,0,0,7,1,off_spin,Right-hand bat
"548347,2,03",1,0,"548347,2,03",190,57,2.0,0,1,20120427,5,6,4/27/2012,1,False,114.0,562.0,0,81.0,272.0,2,1975,1987,2012,37,25,0,0,3,0,pace,Right-hand bat
"1082625,1,04",10,0,"1082625,1,04",50,410,4.0,0,0,20170429,6,12,4/29/2017,10,False,11.0,39.0,0,123.0,487.0,1,1987,1974,2017,30,43,1,0,4,1,off_spin,Left-hand bat
"392200,1,13",5,0,"392200,1,13",31,26,2.0,0,0,20090426,4,3,4/26/2009,5,False,45.0,251.0,0,42.0,190.0,1,1981,1981,2009,28,28,0,0,13,1,off_spin,Left-hand bat
"1082637,1,19",16,0,"1082637,1,19",116,305,4.0,0,0,20170507,12,3,5/7/2017,16,True,42.0,119.0,1,38.0,132.0,1,1989,1982,2017,28,35,1,0,19,0,pace,Right-hand bat
"392190,1,10",9,0,"392190,1,10",124,17,1.0,0,0,20090420,1,2,4/20/2009,9,False,61.0,377.0,0,42.0,163.0,1,1971,1987,2009,38,22,0,0,10,1,leg_spin,Left-hand bat
"548349,1,09",8,0,"548349,1,09",175,2,1.0,0,0,20120428,1,0,4/28/2012,8,False,81.0,380.0,0,30.0,131.0,1,1974,1979,2012,38,33,0,0,9,1,off_spin,Right-hand bat
"336008,2,19",18,0,"336008,2,19",437,4,6.0,0,1,20080503,3,0,5/3/2008,18,True,29.0,170.0,1,3.0,14.0,2,1980,1977,2008,28,31,0,0,19,0,pace,Right-hand bat
"548314,2,17",4,1,"548314,2,17",192,67,8.0,2,0,20120406,4,3,4/6/2012,5,False,12.0,68.0,0,26.0,116.0,2,1981,1979,2012,31,33,0,0,17,1,off_spin,Left-hand bat
"548313,1,06",3,0,"548313,1,06",131,46,4.0,1,0,20120406,6,9,4/6/2012,3,False,69.0,515.0,0,96.0,318.0,1,1987,1989,2012,25,23,0,0,6,1,off_spin,Right-hand bat
"1082639,2,20",5,0,"1082639,2,20",367,478,4.0,1,0,20170509,3,0,5/9/2017,5,False,1.0,12.0,0,66.0,205.0,2,1989,1990,2017,28,27,1,0,20,0,pace,Right-hand bat
"598031,1,03",14,0,"598031,1,03",364,32,1.0,0,0,20130422,2,4,4/22/2013,14,True,69.0,293.0,1,76.0,259.0,1,1980,1989,2013,33,24,0,1,3,0,pace,Right-hand bat
"598077,2,16",3,0,"598077,2,16",39,57,4.0,1,1,20130524,4,6,5/24/2013,3,False,114.0,562.0,0,63.0,252.0,2,1975,1981,2013,38,32,0,1,16,0,pace,Right-hand bat
"548312,2,05",4,1,"548312,2,05",9,41,2.0,0,0,20120405,0,5,4/5/2012,5,False,91.0,297.0,0,70.0,291.0,2,1985,1983,2012,27,29,0,0,5,0,pace,Right-hand bat
