id,Runs_Scored,Extra_runs,id,Bowler,Striker,strike_position,playerout,wickets,matchdatesk,bowlingteamsk,battingteamsk,matchdate,total_runs,high_runs,bat_skill,bat_Experience,cumulative_overs,bowl_skill,bowl_experience,innings,striker_dob,bowler_dob,matchyear,striker_age,bowler_age,is2017,2013,over,spin,BowlerType,batting_hand
"829724,2,14",3,2,"829724,2,14",397,354,4.0,0,0,20150413,1,10,4/13/2015,5,False,19.0,96.0,0,0.0,5.0,2,1992,1994,2015,23,21,0,0,14,0,pace,Right-hand bat
"1082598,1,15",1,0,"1082598,1,15",374,255,4.0,1,0,20170410,3,1,4/10/2017,1,False,24.0,94.0,0,54.0,209.0,1,1992,1993,2017,25,24,1,0,15,1,off_spin,Right-hand bat
"419125,1,18",14,0,"419125,1,18",163,57,5.0,0,0,20100321,5,7,3/21/2010,14,True,114.0,562.0,1,38.0,150.0,1,1975,1987,2010,35,23,0,0,18,0,pace,Right-hand bat
"392227,2,11",10,2,"392227,2,11",66,71,2.0,0,0,20090512,3,6,5/12/2009,12,True,36.0,143.0,1,28.0,147.0,2,1980,1988,2009,29,21,0,0,11,0,pace,Right-hand bat
"392203,1,10",5,0,"392203,1,10",38,110,3.0,0,0,20090428,4,5,4/28/2009,5,False,88.0,369.0,0,55.0,199.0,1,1979,1982,2009,30,27,0,0,10,1,leg_spin,Right-hand bat
"829784,2,16",9,0,"829784,2,16",71,401,5.0,1,0,20150504,2,1,5/4/2015,9,False,6.0,15.0,0,118.0,341.0,2,1997,1980,2015,18,35,0,0,16,0,pace,Right-hand bat
"336004,1,19",17,0,"336004,1,19",437,99,9.0,0,0,20080501,3,7,5/1/2008,17,True,1.0,3.0,1,3.0,14.0,1,1983,1977,2008,25,31,0,0,19,0,pace,Right-hand bat
"1082647,2,02",8,0,"1082647,2,02",497,383,4.0,0,0,20170516,11,6,5/16/2017,8,False,29.0,140.0,0,8.0,30.0,2,1994,1999,2017,23,18,1,0,2,0,pace,Right-hand bat
"1082636,1,09",5,0,"1082636,1,09",67,236,4.0,0,0,20170507,0,1,5/7/2017,5,False,26.0,164.0,0,123.0,430.0,1,1985,1981,2017,32,36,1,0,9,1,leg_spin,Right-hand bat
"336007,2,17",13,1,"336007,2,17",143,10,5.0,1,0,20080525,7,1,5/25/2008,14,True,25.0,117.0,1,4.0,26.0,2,1976,1975,2008,32,33,0,0,17,0,pace,Right-hand bat
"598043,1,13",13,0,"598043,1,13",235,21,3.0,0,0,20130430,9,2,4/30/2013,13,True,126.0,545.0,1,42.0,155.0,1,1978,1991,2013,35,22,0,1,13,1,off_spin,Left-hand bat
"829742,1,04",12,1,"829742,1,04",296,383,1.0,0,0,20150419,1,6,4/19/2015,13,True,29.0,140.0,1,36.0,143.0,1,1994,1985,2015,21,30,0,0,4,0,pace,Right-hand bat
"829784,1,16",12,0,"829784,1,16",140,20,5.0,2,0,20150504,1,2,5/4/2015,12,True,107.0,410.0,1,41.0,154.0,1,1986,1977,2015,29,38,0,0,16,1,off_spin,Right-hand bat
"419170,2,03",5,1,"419170,2,03",201,133,2.0,1,0,20100425,2,6,4/25/2010,6,False,59.0,353.0,0,100.0,383.0,2,1987,1984,2010,23,26,0,0,3,1,off_spin,Right-hand bat
"336033,1,06",12,1,"336033,1,06",150,139,3.0,0,0,20080521,6,3,5/21/2008,13,True,7.0,37.0,1,0.0,5.0,1,1989,1981,2008,19,27,0,0,6,1,off_spin,Left-hand bat
"598048,1,01",5,0,"598048,1,01",226,32,1.0,0,0,20130503,0,4,5/3/2013,5,False,69.0,293.0,0,5.0,18.0,1,1980,1990,2013,33,23,0,1,1,0,pace,Right-hand bat
"734018,2,02",1,0,"734018,2,02",201,162,1.0,0,0,20140518,2,1,5/18/2014,1,False,100.0,414.0,0,100.0,383.0,2,1987,1984,2014,27,30,0,0,2,1,off_spin,Left-hand bat
"548339,1,05",6,0,"548339,1,05",333,275,1.0,0,0,20120422,3,6,4/22/2012,6,False,8.0,58.0,0,37.0,125.0,1,1987,1988,2012,25,24,0,0,5,0,pace,Left-hand bat
"1082643,1,06",13,0,"1082643,1,06",485,410,4.0,0,0,20170513,10,12,5/13/2017,13,True,11.0,39.0,1,2.0,11.0,1,1987,1994,2017,30,23,1,0,6,1,off_spin,Left-hand bat
"392195,1,07",6,1,"392195,1,07",174,74,1.0,0,0,20090423,0,4,4/23/2009,7,False,27.0,130.0,0,8.0,41.0,1,1985,1979,2009,24,30,0,0,7,1,off_spin,Left-hand bat
"598072,2,11",7,0,"598072,2,11",286,360,7.0,1,0,20130519,9,5,5/19/2013,7,False,6.0,23.0,0,10.0,44.0,2,1985,1991,2013,28,22,0,1,11,1,off_spin,Right-hand bat
"501220,1,07",5,0,"501220,1,07",153,21,3.0,0,0,20110418,8,2,4/18/2011,5,False,126.0,545.0,0,14.0,71.0,1,1978,1984,2011,33,27,0,0,7,1,off_spin,Left-hand bat
"598014,2,12",8,0,"598014,2,12",256,52,3.0,0,1,20130411,4,9,4/11/2013,8,False,32.0,138.0,0,28.0,92.0,2,1971,1989,2013,42,24,0,1,12,1,off_spin,Right-hand bat
"829782,1,13",9,0,"829782,1,13",191,339,3.0,0,0,20150503,5,4,5/3/2015,9,False,23.0,133.0,0,26.0,133.0,1,1993,1982,2015,22,33,0,0,13,0,pace,Right-hand bat
"829802,1,13",9,0,"829802,1,13",370,2,2.0,0,0,20150510,4,2,5/10/2015,9,False,81.0,380.0,0,24.0,110.0,1,1974,1987,2015,41,28,0,0,13,1,leg_spin,Right-hand bat
"980936,1,16",3,6,"980936,1,16",201,110,3.0,0,0,20160422,11,1,4/22/2016,9,False,88.0,369.0,0,100.0,383.0,1,1979,1984,2016,37,32,0,0,16,1,off_spin,Right-hand bat
"548378,1,15",7,1,"548378,1,15",136,266,6.0,0,0,20120518,7,4,5/18/2012,8,False,8.0,53.0,0,121.0,442.0,1,1989,1977,2012,23,35,0,0,15,1,leg_spin,Left-hand bat
"501259,1,03",9,0,"501259,1,03",228,2,1.0,0,0,20110513,3,8,5/13/2011,9,False,81.0,380.0,0,22.0,71.0,1,1974,1985,2011,37,26,0,0,3,1,off_spin,Right-hand bat
"336024,1,18",19,0,"336024,1,18",39,100,1.0,0,0,20080528,4,3,5/28/2008,19,True,67.0,337.0,1,63.0,252.0,1,1984,1981,2008,24,27,0,0,18,0,pace,Left-hand bat
"1082649,1,11",10,0,"1082649,1,11",413,308,4.0,0,0,20170519,6,0,5/19/2017,10,False,11.0,75.0,0,15.0,72.0,1,1989,1993,2017,28,24,1,0,11,1,off_spin,Right-hand bat
"501226,1,04",11,0,"501226,1,04",248,208,3.0,1,1,20110422,2,6,4/22/2011,11,False,55.0,331.0,0,32.0,97.0,1,1981,1976,2011,30,35,0,0,4,0,pace,Right-hand bat
"598035,2,10",1,0,"598035,2,10",136,21,3.0,0,1,20130425,10,2,4/25/2013,1,False,126.0,545.0,0,121.0,442.0,2,1978,1977,2013,35,36,0,1,10,1,leg_spin,Left-hand bat
"1082634,1,18",6,1,"1082634,1,18",489,20,4.0,0,0,20170506,10,11,5/6/2017,7,False,107.0,410.0,0,16.0,54.0,1,1986,1999,2017,31,18,1,0,18,1,leg_spin,Right-hand bat
"419118,1,15",15,0,"419118,1,15",191,23,4.0,0,0,20100316,0,2,3/16/2010,15,True,37.0,179.0,1,26.0,133.0,1,1986,1982,2010,24,28,0,0,15,0,pace,Right-hand bat
"598017,2,15",6,0,"598017,2,15",81,35,6.0,0,0,20130413,1,2,4/13/2013,6,False,43.0,234.0,0,105.0,354.0,2,1985,1977,2013,28,36,0,1,15,0,pace,Left-hand bat
"392191,1,17",7,0,"392191,1,17",83,64,6.0,1,0,20090421,0,3,4/21/2009,7,False,49.0,246.0,0,36.0,192.0,1,1987,1988,2009,22,21,0,0,17,1,off_spin,Right-hand bat
"336010,1,05",14,0,"336010,1,05",39,21,4.0,0,0,20080504,4,2,5/4/2008,14,True,126.0,545.0,1,63.0,252.0,1,1978,1981,2008,30,27,0,0,5,0,pace,Left-hand bat
"981024,2,16",4,0,"981024,2,16",385,354,4.0,0,1,20160529,10,1,5/29/2016,4,False,19.0,96.0,0,9.0,28.0,2,1992,1979,2016,24,37,0,0,16,0,pace,Right-hand bat
"501217,2,13",16,0,"501217,2,13",154,167,2.0,0,0,20110416,7,3,4/16/2011,16,True,12.0,49.0,1,20.0,112.0,2,1982,1977,2011,29,34,0,0,13,1,off_spin,Right-hand bat
"734050,2,16",20,0,"734050,2,16",131,21,3.0,0,0,20140528,6,2,5/28/2014,20,True,126.0,545.0,1,96.0,318.0,2,1978,1989,2014,36,25,0,0,16,1,off_spin,Left-hand bat
"598047,1,14",12,0,"598047,1,14",235,79,1.0,1,0,20130502,9,1,5/2/2013,12,True,44.0,173.0,1,42.0,155.0,1,1988,1991,2013,25,22,0,1,14,1,off_spin,Left-hand bat
"392221,2,01",7,1,"392221,2,01",188,65,1.0,0,0,20090509,7,3,5/9/2009,8,False,10.0,49.0,0,41.0,139.0,2,1976,1981,2009,33,28,0,0,1,0,pace,Right-hand bat
"501257,1,14",11,1,"501257,1,14",445,85,4.0,0,1,20110511,1,4,5/11/2011,12,True,80.0,505.0,1,1.0,2.0,1,1982,1987,2011,29,24,0,0,14,1,off_spin,Right-hand bat
"829740,2,05",10,0,"829740,2,05",73,32,2.0,0,0,20150419,2,4,4/19/2015,10,False,69.0,293.0,0,101.0,320.0,2,1980,1981,2015,35,34,0,0,5,0,pace,Right-hand bat
"980920,1,03",4,1,"980920,1,03",190,42,2.0,0,1,20160416,0,10,4/16/2016,5,False,88.0,526.0,0,81.0,272.0,1,1981,1987,2016,35,29,0,0,3,0,pace,Left-hand bat
"419142,2,09",10,0,"419142,2,09",186,32,4.0,2,0,20100403,2,4,4/3/2010,10,False,69.0,293.0,0,46.0,182.0,2,1980,1986,2010,30,24,0,0,9,1,off_spin,Right-hand bat
"392227,1,20",3,2,"392227,1,20",194,24,7.0,0,0,20090512,6,3,5/12/2009,5,False,4.0,39.0,0,143.0,432.0,1,1978,1983,2009,31,26,0,0,20,0,pace,Left-hand bat
"1082604,2,10",6,0,"1082604,2,10",462,187,4.0,0,1,20170415,0,10,4/15/2017,6,False,118.0,509.0,0,16.0,53.0,2,1979,1990,2017,38,27,1,0,10,1,leg_spin,Left-hand bat
"501203,2,08",4,0,"501203,2,08",278,9,2.0,0,0,20110408,2,0,4/8/2011,4,False,47.0,406.0,0,8.0,29.0,2,1983,1977,2011,28,34,0,0,8,1,off_spin,Right-hand bat
"419114,2,15",4,0,"419114,2,15",14,203,4.0,1,0,20100314,1,0,3/14/2010,4,False,7.0,73.0,0,87.0,424.0,2,1978,1978,2010,32,32,0,0,15,0,pace,Right-hand bat
"392235,2,01",1,1,"392235,2,01",73,168,1.0,0,0,20090517,5,4,5/17/2009,2,False,1.0,20.0,0,101.0,320.0,2,1987,1981,2009,22,28,0,0,1,0,pace,Left-hand bat
"598054,1,15",8,0,"598054,1,15",32,237,6.0,0,0,20130507,4,5,5/7/2013,8,False,26.0,103.0,0,87.0,313.0,1,1983,1980,2013,30,33,0,1,15,0,pace,Right-hand bat
"1082609,1,04",3,0,"1082609,1,04",84,42,4.0,0,0,20170417,3,10,4/17/2017,3,False,88.0,526.0,0,51.0,273.0,1,1981,1988,2017,36,29,1,0,4,0,pace,Left-hand bat
"392209,2,04",11,0,"392209,2,04",9,27,1.0,0,0,20090501,1,3,5/1/2009,11,False,55.0,277.0,0,70.0,291.0,2,1975,1983,2009,34,26,0,0,4,0,pace,Left-hand bat
"1082641,2,03",6,0,"1082641,2,03",84,383,4.0,0,0,20170511,3,6,5/11/2017,6,False,29.0,140.0,0,51.0,273.0,2,1994,1988,2017,23,29,1,0,3,0,pace,Right-hand bat
"829710,1,19",15,0,"829710,1,19",334,372,5.0,0,0,20150408,0,6,4/8/2015,15,True,21.0,58.0,1,31.0,106.0,1,1991,1983,2015,24,32,0,0,19,0,pace,Left-hand bat
"980926,1,19",4,2,"980926,1,19",347,8,3.0,0,1,20160417,5,1,4/17/2016,6,False,144.0,646.0,0,26.0,105.0,1,1975,1983,2016,41,33,0,0,19,0,pace,Right-hand bat
"734052,2,17",3,0,"734052,2,17",374,20,7.0,0,1,20140530,3,2,5/30/2014,3,False,107.0,410.0,0,54.0,209.0,2,1986,1993,2014,28,21,0,0,17,1,off_spin,Right-hand bat
"548320,2,06",0,0,"548320,2,06",151,8,3.0,0,1,20120410,0,1,4/10/2012,0,False,144.0,646.0,0,76.0,256.0,2,1975,1990,2012,37,22,0,0,6,0,pace,Right-hand bat
"392240,1,17",13,0,"392240,1,17",136,85,5.0,0,0,20090521,5,6,5/21/2009,13,True,80.0,505.0,1,121.0,442.0,1,1982,1977,2009,27,32,0,0,17,1,leg_spin,Right-hand bat
"981020,2,10",3,0,"981020,2,10",385,40,2.0,0,1,20160525,10,0,5/25/2016,3,False,106.0,597.0,0,9.0,28.0,2,1978,1979,2016,38,37,0,0,10,0,pace,Left-hand bat
"1082622,1,13",15,0,"1082622,1,13",478,393,4.0,0,0,20170428,0,5,4/28/2017,15,True,21.0,100.0,1,3.0,17.0,1,1995,1989,2017,22,28,1,0,13,0,pace,Right-hand bat
"598069,2,10",6,4,"598069,2,10",83,4,4.0,0,1,20130506,1,3,5/6/2013,10,False,29.0,170.0,0,36.0,192.0,2,1980,1988,2013,33,25,0,1,10,1,off_spin,Right-hand bat
"501205,1,10",2,0,"501205,1,10",175,2,1.0,1,0,20110409,1,8,4/9/2011,2,False,81.0,380.0,0,30.0,131.0,1,1974,1979,2011,37,32,0,0,10,1,off_spin,Right-hand bat
"829792,2,11",9,0,"829792,2,11",166,306,3.0,0,1,20150507,10,4,5/7/2015,9,False,50.0,226.0,0,50.0,174.0,2,1981,1983,2015,34,32,0,0,11,1,leg_spin,Right-hand bat
"392236,2,16",6,0,"392236,2,16",121,104,3.0,0,1,20090518,2,0,5/18/2009,6,False,34.0,188.0,0,63.0,256.0,2,1984,1977,2009,25,32,0,0,16,1,off_spin,Right-hand bat
"548353,1,20",6,0,"548353,1,20",267,10,2.0,1,1,20120501,9,7,5/1/2012,6,False,25.0,117.0,0,29.0,97.0,1,1976,1978,2012,36,34,0,0,20,0,pace,Right-hand bat
"501236,1,16",4,0,"501236,1,16",192,56,5.0,0,1,20110429,4,6,4/29/2011,4,False,23.0,120.0,0,26.0,116.0,1,1987,1979,2011,24,32,0,0,16,1,off_spin,Right-hand bat
"598040,2,18",2,0,"598040,2,18",232,358,4.0,0,2,20130428,5,9,4/28/2013,2,False,0.0,5.0,0,93.0,324.0,2,1989,1985,2013,24,28,0,1,18,0,pace,Right-hand bat
"392208,2,08",5,0,"392208,2,08",48,104,3.0,0,0,20090501,6,0,5/1/2009,5,False,34.0,188.0,0,8.0,39.0,2,1984,1973,2009,25,36,0,0,8,0,pace,Right-hand bat
"548365,2,15",14,0,"548365,2,15",221,162,2.0,0,0,20120509,6,1,5/9/2012,14,True,100.0,414.0,1,58.0,200.0,2,1987,1986,2012,25,26,0,0,15,0,pace,Left-hand bat
"829736,2,14",11,0,"829736,2,14",371,183,5.0,1,0,20150418,5,10,4/18/2015,11,False,38.0,201.0,0,35.0,95.0,2,1974,1990,2015,41,25,0,0,14,0,pace,Right-hand bat
"598011,1,12",13,0,"598011,1,12",293,57,4.0,0,0,20130409,5,6,4/9/2013,13,True,114.0,562.0,1,37.0,187.0,1,1975,1985,2013,38,28,0,1,12,1,off_spin,Right-hand bat
"419127,1,06",5,2,"419127,1,06",71,162,1.0,0,0,20100322,6,0,3/22/2010,7,False,100.0,414.0,0,118.0,341.0,1,1987,1980,2010,23,30,0,0,6,0,pace,Left-hand bat
"598062,2,15",4,1,"598062,2,15",349,9,2.0,0,0,20130512,1,0,5/12/2013,5,False,47.0,406.0,0,15.0,45.0,2,1983,1987,2013,30,26,0,1,15,0,pace,Right-hand bat
"598035,2,20",14,1,"598035,2,20",325,20,4.0,1,0,20130425,10,2,4/25/2013,15,True,107.0,410.0,1,16.0,44.0,2,1986,1992,2013,27,21,0,1,20,0,pace,Right-hand bat
"419112,1,12",10,0,"419112,1,12",38,79,4.0,0,0,20100313,4,6,3/13/2010,10,False,44.0,173.0,0,55.0,199.0,1,1988,1982,2010,22,28,0,0,12,1,leg_spin,Left-hand bat
"336004,2,02",6,0,"336004,2,02",98,100,1.0,0,0,20080501,7,3,5/1/2008,6,False,67.0,337.0,0,2.0,11.0,2,1984,1983,2008,24,25,0,0,2,0,pace,Left-hand bat
"734048,1,09",0,0,"734048,1,09",374,46,1.0,0,2,20140527,3,0,5/27/2014,0,False,69.0,515.0,0,54.0,209.0,1,1987,1993,2014,27,21,0,0,9,1,off_spin,Right-hand bat
"501250,2,09",8,0,"501250,2,09",186,9,2.0,0,0,20110507,2,0,5/7/2011,8,False,47.0,406.0,0,46.0,182.0,2,1983,1986,2011,28,25,0,0,9,1,off_spin,Right-hand bat
"548370,2,06",7,0,"548370,2,06",238,295,5.0,1,0,20120513,4,9,5/13/2012,7,False,1.0,18.0,0,24.0,81.0,2,1989,1986,2012,23,26,0,0,6,0,pace,Right-hand bat
"1082631,2,19",2,1,"1082631,2,19",479,488,4.0,0,1,20170503,0,11,5/3/2017,3,False,11.0,35.0,0,16.0,44.0,2,1998,1989,2017,19,28,1,0,19,0,pace,Right-hand bat
"1082593,1,18",11,1,"1082593,1,18",458,21,4.0,0,0,20170407,0,12,4/7/2017,12,True,126.0,545.0,1,12.0,56.0,1,1978,1993,2017,39,24,1,0,18,0,pace,Left-hand bat
"1082607,2,06",3,0,"1082607,2,06",476,8,4.0,0,1,20170416,11,1,4/16/2017,3,False,144.0,646.0,0,13.0,44.0,2,1975,1993,2017,42,24,1,0,6,0,pace,Right-hand bat
"980938,2,15",5,0,"980938,2,15",136,57,1.0,0,1,20160423,5,6,4/23/2016,5,False,114.0,562.0,0,121.0,442.0,2,1975,1977,2016,41,39,0,0,15,1,leg_spin,Right-hand bat
"734018,2,20",13,0,"734018,2,20",4,27,5.0,0,1,20140518,2,1,5/18/2014,13,True,55.0,277.0,1,9.0,53.0,2,1975,1980,2014,39,34,0,0,20,1,off_spin,Left-hand bat
"598061,2,08",5,0,"598061,2,08",362,100,3.0,0,2,20130511,10,3,5/11/2013,5,False,67.0,337.0,0,12.0,40.0,2,1984,1991,2013,29,22,0,1,8,0,pace,Left-hand bat
"419132,2,19",8,1,"419132,2,19",220,24,7.0,0,1,20100327,0,3,3/27/2010,9,False,4.0,39.0,0,9.0,31.0,2,1978,1987,2010,32,23,0,0,19,0,pace,Left-hand bat
"335996,1,07",9,1,"335996,1,07",50,24,1.0,0,0,20080425,6,3,4/25/2008,10,False,4.0,39.0,0,123.0,487.0,1,1978,1974,2008,30,34,0,0,7,1,off_spin,Left-hand bat
"501255,2,06",9,0,"501255,2,06",136,96,2.0,0,0,20110510,7,9,5/10/2011,9,False,69.0,343.0,0,121.0,442.0,2,1974,1977,2011,37,34,0,0,6,1,leg_spin,Right-hand bat
"548324,1,09",11,0,"548324,1,09",256,46,4.0,0,1,20120412,3,9,4/12/2012,11,False,69.0,515.0,0,28.0,92.0,1,1987,1989,2012,25,23,0,0,9,1,off_spin,Right-hand bat
"501257,1,15",6,0,"501257,1,15",8,192,3.0,1,0,20110511,1,4,5/11/2011,6,False,10.0,60.0,0,4.0,41.0,1,1979,1975,2011,32,36,0,0,15,0,pace,Right-hand bat
"419152,1,14",11,0,"419152,1,14",131,21,3.0,0,0,20100410,7,2,4/10/2010,11,False,126.0,545.0,0,96.0,318.0,1,1978,1989,2010,32,21,0,0,14,1,off_spin,Left-hand bat
"392195,1,17",8,0,"392195,1,17",84,137,6.0,0,1,20090423,0,4,4/23/2009,8,False,0.0,10.0,0,51.0,273.0,1,1981,1988,2009,28,21,0,0,17,0,pace,Right-hand bat
"419161,1,12",1,0,"419161,1,12",235,64,1.0,0,1,20100416,7,3,4/16/2010,1,False,49.0,246.0,0,42.0,155.0,1,1987,1991,2010,23,19,0,0,12,1,off_spin,Right-hand bat
"548348,1,04",5,0,"548348,1,04",324,236,1.0,0,0,20120428,2,3,4/28/2012,5,False,26.0,164.0,0,6.0,17.0,1,1985,1991,2012,27,21,0,0,4,0,pace,Right-hand bat
"980920,2,07",6,0,"980920,2,07",166,40,2.0,0,0,20160416,10,0,4/16/2016,6,False,106.0,597.0,0,50.0,174.0,2,1978,1983,2016,38,33,0,0,7,1,leg_spin,Left-hand bat
"729320,2,17",14,1,"729320,2,17",32,276,6.0,0,0,20140429,4,0,4/29/2014,15,True,14.0,58.0,1,87.0,313.0,2,1983,1980,2014,31,34,0,0,17,0,pace,Left-hand bat
"733982,2,12",12,0,"733982,2,12",84,110,5.0,1,0,20140504,10,1,5/4/2014,12,True,88.0,369.0,1,51.0,273.0,2,1979,1988,2014,35,26,0,0,12,0,pace,Right-hand bat
"598051,1,08",2,0,"598051,1,08",71,88,3.0,1,1,20130505,2,6,5/5/2013,2,False,55.0,366.0,0,118.0,341.0,1,1979,1980,2013,34,33,0,1,8,0,pace,Right-hand bat
"598020,2,01",0,0,"598020,2,01",299,125,1.0,0,1,20130415,9,2,4/15/2013,0,False,4.0,16.0,0,98.0,333.0,2,1983,1984,2013,30,29,0,1,1,0,pace,Right-hand bat
"419140,2,15",3,1,"419140,2,15",220,97,1.0,0,1,20100401,0,7,4/1/2010,4,False,19.0,143.0,0,9.0,31.0,2,1978,1987,2010,32,23,0,0,15,0,pace,Right-hand bat
"598058,2,03",3,0,"598058,2,03",9,46,1.0,0,1,20130509,0,9,5/9/2013,3,False,69.0,515.0,0,70.0,291.0,2,1987,1983,2013,26,30,0,1,3,0,pace,Right-hand bat
"392194,2,18",5,0,"392194,2,18",73,23,7.0,0,0,20090423,5,2,4/23/2009,5,False,37.0,179.0,0,101.0,320.0,2,1986,1981,2009,23,28,0,0,18,0,pace,Right-hand bat
"1082644,2,08",17,0,"1082644,2,08",166,96,4.0,1,0,20170513,6,0,5/13/2017,17,True,69.0,343.0,1,50.0,174.0,2,1974,1983,2017,43,34,1,0,8,1,leg_spin,Right-hand bat
"733990,2,16",10,0,"733990,2,16",368,96,3.0,0,0,20140507,5,0,5/7/2014,10,False,69.0,343.0,0,21.0,71.0,2,1974,1988,2014,40,26,0,0,16,0,pace,Right-hand bat
"829710,2,04",5,1,"829710,2,04",81,40,2.0,1,0,20150408,6,0,4/8/2015,6,False,106.0,597.0,0,105.0,354.0,2,1978,1977,2015,37,38,0,0,4,0,pace,Left-hand bat
"829818,1,04",16,0,"829818,1,04",106,393,2.0,0,0,20150517,1,5,5/17/2015,16,True,21.0,100.0,1,77.0,255.0,1,1995,1973,2015,20,42,0,0,4,0,pace,Right-hand bat
"335992,1,10",9,0,"335992,1,10",32,27,5.0,1,0,20080421,4,3,4/21/2008,9,False,55.0,277.0,0,87.0,313.0,1,1975,1980,2008,33,28,0,0,10,0,pace,Left-hand bat
"501209,2,01",6,2,"501209,2,01",106,252,1.0,0,0,20110412,5,4,4/12/2011,8,False,0.0,9.0,0,77.0,255.0,2,1991,1973,2011,20,38,0,0,1,0,pace,Right-hand bat
"1082634,2,16",7,0,"1082634,2,16",386,27,4.0,0,0,20170506,11,10,5/6/2017,7,False,55.0,277.0,0,41.0,120.0,2,1975,1990,2017,42,27,1,0,16,1,leg_spin,Left-hand bat
"980960,1,08",3,0,"980960,1,08",432,185,1.0,1,2,20160501,12,3,5/1/2016,3,False,55.0,357.0,0,5.0,34.0,1,1980,1988,2016,36,28,0,0,8,1,leg_spin,Right-hand bat
"598078,2,17",3,1,"598078,2,17",357,201,10.0,0,0,20130526,6,2,5/26/2013,4,False,4.0,34.0,0,56.0,187.0,2,1984,1985,2013,29,28,0,1,17,0,pace,Right-hand bat
"733980,2,19",8,0,"733980,2,19",346,339,2.0,0,0,20140503,5,4,5/3/2014,8,False,23.0,133.0,0,48.0,165.0,2,1993,1990,2014,21,24,0,0,19,0,pace,Right-hand bat
"548317,1,14",17,0,"548317,1,14",31,104,5.0,0,0,20120408,0,4,4/8/2012,17,True,34.0,188.0,1,42.0,190.0,1,1984,1981,2012,28,31,0,0,14,1,off_spin,Right-hand bat
"336036,2,18",5,1,"336036,2,18",61,67,6.0,1,0,20080523,7,3,5/23/2008,6,False,12.0,68.0,0,84.0,299.0,2,1981,1984,2008,27,24,0,0,18,0,pace,Left-hand bat
"829748,2,05",5,0,"829748,2,05",166,46,1.0,1,0,20150422,10,0,4/22/2015,5,False,69.0,515.0,0,50.0,174.0,2,1987,1983,2015,28,32,0,0,5,1,leg_spin,Right-hand bat
"598052,2,20",8,0,"598052,2,20",267,255,5.0,0,1,20130505,9,4,5/5/2013,8,False,24.0,94.0,0,29.0,97.0,2,1992,1978,2013,21,35,0,1,20,0,pace,Right-hand bat
"419152,1,16",3,1,"419152,1,16",256,23,6.0,1,0,20100410,7,2,4/10/2010,4,False,37.0,179.0,0,28.0,92.0,1,1986,1989,2010,24,21,0,0,16,1,off_spin,Right-hand bat
"1082602,1,04",4,0,"1082602,1,04",403,8,4.0,0,0,20170414,6,1,4/14/2017,4,False,144.0,646.0,0,49.0,155.0,1,1975,1981,2017,42,36,1,0,4,0,pace,Right-hand bat
"598048,1,07",5,0,"598048,1,07",140,32,1.0,0,0,20130503,0,4,5/3/2013,5,False,69.0,293.0,0,41.0,154.0,1,1980,1977,2013,33,36,0,1,7,1,off_spin,Right-hand bat
"501258,1,01",6,0,"501258,1,01",29,19,1.0,0,1,20110512,5,2,5/12/2011,6,False,59.0,308.0,0,89.0,345.0,1,1981,1988,2011,30,23,0,0,1,0,pace,Left-hand bat
"501275,1,18",6,0,"501275,1,18",194,110,4.0,1,0,20110527,6,1,5/27/2011,6,False,88.0,369.0,0,143.0,432.0,1,1979,1983,2011,32,28,0,0,18,0,pace,Right-hand bat
"981012,2,16",9,1,"981012,2,16",400,147,5.0,0,0,20160521,6,12,5/21/2016,10,False,73.0,309.0,0,10.0,60.0,2,1987,1985,2016,29,31,0,0,16,0,pace,Right-hand bat
"980998,1,10",10,0,"980998,1,10",386,415,2.0,0,0,20160515,5,6,5/15/2016,10,False,6.0,28.0,0,41.0,120.0,1,1987,1990,2016,29,26,0,0,10,1,leg_spin,Right-hand bat
"734052,1,12",19,1,"734052,1,12",73,41,1.0,1,0,20140530,2,3,5/30/2014,20,True,91.0,297.0,1,101.0,320.0,1,1985,1981,2014,29,33,0,0,12,0,pace,Right-hand bat
"829756,1,16",9,0,"829756,1,16",94,221,5.0,0,0,20150425,10,6,4/25/2015,9,False,66.0,239.0,0,87.0,345.0,1,1986,1986,2015,29,29,0,0,16,0,pace,Right-hand bat
"548349,2,09",1,0,"548349,2,09",31,162,2.0,0,0,20120428,0,1,4/28/2012,1,False,100.0,414.0,0,42.0,190.0,2,1987,1981,2012,25,31,0,0,9,1,off_spin,Left-hand bat
"392210,1,08",2,1,"392210,1,08",184,57,4.0,0,0,20090502,4,7,5/2/2009,3,False,114.0,562.0,0,3.0,10.0,1,1975,1984,2009,34,25,0,0,8,0,pace,Right-hand bat
"733986,2,06",1,1,"733986,2,06",267,147,1.0,0,0,20140505,5,2,5/5/2014,2,False,73.0,309.0,0,29.0,97.0,2,1987,1978,2014,27,36,0,0,6,0,pace,Right-hand bat
"598003,1,13",8,0,"598003,1,13",63,192,6.0,1,0,20130403,0,5,4/3/2013,8,False,10.0,60.0,0,15.0,54.0,1,1979,1977,2013,34,36,0,1,13,0,pace,Right-hand bat
"501262,2,14",2,0,"501262,2,14",67,29,5.0,0,1,20110515,3,5,5/15/2011,2,False,24.0,152.0,0,123.0,430.0,2,1988,1981,2011,23,30,0,0,14,1,leg_spin,Left-hand bat
